year,co2,unc,sigma
-6961,260.9,,0.7
-7042,260.4,,0.6
-7110,259.3,,1.0
-7193,262.0,,0.8
-7345,263.7,,1.2
-7411,263.8,,0.8
-7486,265.2,,0.9
-7568,260.6,,1.7
-7574,260.9,,0.6
-7605,263.0,,0.4
-7623,263.8,,1.2
-7951,264.4,,0.4
-8042,264.2,,0.9
-8184,264.0,,0.3
-8242,263.4,,0.1
-8349,265.7,,0.5
-8416,264.9,,0.4
-8555,267.5,,0.4
-8730,266.9,,0.6
-8851,266.0,,1.1
-8885,265.1,,1.6
-9004,267.6,,0.7
-9139,264.8,,0.6
-9211,264.8,,0.4
-9235,265.0,,0.8
-9250,265.3,,0.4
-9306,264.4,,1.5
-9366,264.1,,0.7
-9389,264.8062514925239,,1.6656998706343706
-9433,264.8396344162771,,1.290916678425955
-9449,268.1638827775123,,2.5459070312438925
-9467,264.4831386910426,,2.038774675962592
-9485,270.14345909208504,,2.1099587251623038
-9503,268.86948241809176,,0.6954811452089371
-9522,269.09658248435426,,2.5208974243791173
-9540,267.1659882944808,,0.8515189257138913
-9557,267.66344435702626,,1.1530963256955429
-9573,269.5087267559184,,0.8505691950166642
-9593,266.8975316078414,,0.6582745058901435
-9609,262.7402713424808,,1.420923135639131
-9626,267.0926460402798,,0.4985722841097915
-9642,260.7019637596007,,0.2864912781659243
-9661,261.3035570908851,,1.5221230058969524
-9678,266.2202091929294,,2.412823479042468
-9697,257.13429330946656,,1.3404357790494443
-9714,247.5528586529488,,0.3435083847400987
-9732,254.6155973344712,,0.884033354158537
-9751,253.99089690085395,,1.4599509194956937
-9769,256.0430608603061,,1.2558245486807351
-9790,255.89086904448925,,1.3999473114283951
-9809,258.7419682040664,,1.482300165746408
-9830,258.24947010276907,,0.3324404231211333
-9852,258.53058047537485,,1.781228819116829
-9870,257.16871076552565,,1.4848144359415976
-9893,254.31017470730887,,1.3448357106506248
-9913,253.6295799831633,,1.5930774046070213
-9933,251.56174454316204,,0.5813810050137204
-9954,255.8965753132392,,1.1569847106772602
-9976,258.57498699245264,,5.263207753720935
-9998,248.91570205793047,,2.0423481441827143
-10019,253.9931437879996,,1.299308075453149
-10040,255.3912977602452,,1.3864577081067966
-10065,247.85064164274337,,1.452015497417635
-10087,248.4071332197136,,0.3529837130095197
-10108,253.0980369479649,,0.6956406819534284
-10129,251.03138662276533,,2.5685204930827545
-10155,255.6570401748525,,1.9876851919274323
-10174,253.01913649818056,,0.8701877668305773
-10196,251.13879991205624,,1.412474153146747
-10218,251.42428040746907,,0.8549339323768892
-10240,250.96816256782247,,0.7318602806397894
-10261,249.6533400802813,,1.227277836571378
-10282,249.2318205544177,,1.6042965419405086
-10306,248.95174624217293,,1.4827762724022882
-10330,249.37721064234103,,1.3322521569434795
-10351,248.9240190698803,,0.2940953344047306
-10371,250.7315436936512,,1.3729762132867072
-10393,246.9665079337188,,0.7624581789404119
-10415,244.30941964788175,,1.1644445095978526
-10438,243.00399847303908,,1.207676580766401
-10459,246.4034368607132,,1.4510225043370562
-10481,247.67023851530325,,0.8244290241025993
-10504,245.828192028346,,0.5557230717885496
-10525,246.1791753476704,,0.7866964776282669
-10545,244.42282246806465,,1.1797272460582895
-10571,246.7361603977909,,1.2895316864650217
-10593,249.9226267174943,,1.7213319336477375
-10614,244.27496932125192,,1.2142870688424796
-10636,247.01866418752644,,0.2718651933668129
-10657,248.09151906637945,,1.176204353865209
-10679,246.94327763185444,,0.4525936115548393
-10703,243.94829999483665,,1.6819891525674522
-10723,242.52904430354567,,0.9550091381591798
-10747,244.24252191664183,,0.9593977007528568
-10769,241.5919394471499,,1.072175936925353
-10789,247.29878007926465,,0.4125142739378774
-10812,240.0194403921716,,1.1185804377555943
-10835,241.4960201489729,,2.0892692093580534
-10859,242.23335017876877,,1.9472923880165072
-10880,242.14661205332536,,1.3353903526336806
-10902,239.34501708789696,,1.292546675440167
-10923,241.2383063619222,,1.2981515105668255
-10943,239.43542944264075,,0.7882017929475992
-10967,238.7942418996904,,1.1224172467227629
-10989,238.17670710529904,,2.8238892225625056
-11009,240.7072616624785,,0.9467987697225267
-11030,237.14801820813656,,0.807610266534135
-11051,239.41877622767905,,2.092655675831412
-11071,234.67711437690164,,0.1914577309412327
-11093,238.86480110696388,,1.9379105503363825
-11116,237.9090254487845,,2.2357790640357043
-11138,241.5552999030114,,1.1589696936117737
-11178,234.8172845805215,,0.1100676311289004
-11222,236.9100647065016,,0.9623041858085902
-11266,239.4098936541896,,0.6936344335760807
-11316,240.4197733780046,,0.1462444425450011
-11354,236.8602209016533,,0.3427710519898511
-11468,237.82629259075324,,1.8701703755605317
-11536,240.25427358439865,,1.4095543785119695
-11581,235.8255291423037,,0.3958262052733707
-11650,243.85979844717,,0.1246485941870824
-11695,238.54747522687632,,0.4589387223881855
-11762,241.59139134507328,,1.232457312518845
-11808,241.11490412197253,,2.2202425085619373
-11877,239.08435072354877,,0.1000747031042747
-11921,237.9515851667121,,0.853522729781004
-11990,240.5703386445421,,0.5716538469801956
-12051,235.91958262522573,,1.0386939571796363
-12072,237.8687866200197,,1.085182218857085
-12110,241.26916500368532,,1.1731028607568064
-12134,232.88000615516705,,1.5244854427350565
-12170,236.39805979670948,,0.1335912368682948
-12206,239.23818680138612,,0.4192210920968253
-12229,239.36064776017065,,0.8117258297207374
-12255,238.3613364190683,,1.8905012806153203
-12287,236.59503531115416,,1.187944479381528
-12323,240.21229536304708,,1.333690692180971
-12348,239.03677680876376,,0.2153120259848627
-12358,235.8013722168602,,1.0996246937402585
-12393,242.07891889663432,,1.0942604116875656
-12404,238.39005888170095,,0.4909048767560898
-12424,240.3252352260465,,1.0466464124405748
-12460,242.5463915992586,,1.4233246603570189
-12472,242.6046029893104,,1.7556664246639746
-12493,240.9489026098227,,0.3454352294996154
-12513,238.61345734214723,,0.7652096648345446
-12547,242.05538663336657,,2.2467485024161653
-12570,241.1441164192452,,1.2655358550826663
-12581,243.17377294839463,,0.8112650514640422
-12591,235.8323421305916,,0.5643746168651799
-12602,241.729807649943,,0.4199457331951958
-12613,239.85999766133676,,1.4558688378127933
-12625,239.76503812675872,,1.7380011297995386
-12636,237.9659544143376,,1.137419276772159
-12645,235.30951417343596,,0.6136067550158362
-12656,237.58632963935628,,0.8517421853611764
-12669,237.970723841254,,0.7613632280058652
-12679,240.102021264826,,1.115425087948056
-12695,238.11592408247537,,0.5982874200896254
-12702,234.62208303328032,,0.3923638577013497
-12714,233.41678590018037,,0.2854185745483987
-12725,234.33541847308945,,1.0422984517358862
-12736,237.4924390193572,,0.2935424748877703
-12746,228.9069484734525,,0.4359536559765474
-12756,228.1794674192821,,0.7707868729967455
-12768,230.5296191365043,,1.0957759406440268
-12780,234.53668908061692,,1.2309773820367913
-12793,231.47501430697423,,1.1049347180389382
-12808,227.9025821178081,,0.74817334555484
-12813,224.64412988292017,,0.7824148574908405
-12826,227.3927296719852,,1.115766298891188
-12837,227.78536212593403,,0.2307607047581208
-12849,228.50250206425628,,1.0241105505628754
-12860,227.5760816830967,,0.4324443811369315
-12872,226.50690563613685,,0.6990972947328529
